areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate
E12000003,Yorkshire and The Humber,region,2021-05-10,13062
E12000003,Yorkshire and The Humber,region,2021-05-09,13062
E12000003,Yorkshire and The Humber,region,2021-05-08,13059
E12000003,Yorkshire and The Humber,region,2021-05-07,13053
E12000003,Yorkshire and The Humber,region,2021-05-06,13049
E12000003,Yorkshire and The Humber,region,2021-05-05,13048
E12000003,Yorkshire and The Humber,region,2021-05-04,13043
E12000003,Yorkshire and The Humber,region,2021-05-03,13041
E12000003,Yorkshire and The Humber,region,2021-05-02,13040
E12000003,Yorkshire and The Humber,region,2021-05-01,13037
E12000003,Yorkshire and The Humber,region,2021-04-30,13034
E12000003,Yorkshire and The Humber,region,2021-04-29,13032
E12000003,Yorkshire and The Humber,region,2021-04-28,13029
E12000003,Yorkshire and The Humber,region,2021-04-27,13027
E12000003,Yorkshire and The Humber,region,2021-04-26,13025
E12000003,Yorkshire and The Humber,region,2021-04-25,13022
E12000003,Yorkshire and The Humber,region,2021-04-24,13020
E12000003,Yorkshire and The Humber,region,2021-04-23,13018
E12000003,Yorkshire and The Humber,region,2021-04-22,13017
E12000003,Yorkshire and The Humber,region,2021-04-21,13012
E12000003,Yorkshire and The Humber,region,2021-04-20,13005
E12000003,Yorkshire and The Humber,region,2021-04-19,12997
E12000003,Yorkshire and The Humber,region,2021-04-18,12995
E12000003,Yorkshire and The Humber,region,2021-04-17,12992
E12000003,Yorkshire and The Humber,region,2021-04-16,12980
E12000003,Yorkshire and The Humber,region,2021-04-15,12975
E12000003,Yorkshire and The Humber,region,2021-04-14,12968
E12000003,Yorkshire and The Humber,region,2021-04-13,12967
E12000003,Yorkshire and The Humber,region,2021-04-12,12957
E12000003,Yorkshire and The Humber,region,2021-04-11,12950
E12000003,Yorkshire and The Humber,region,2021-04-10,12943
E12000003,Yorkshire and The Humber,region,2021-04-09,12939
E12000003,Yorkshire and The Humber,region,2021-04-08,12936
E12000003,Yorkshire and The Humber,region,2021-04-07,12927
E12000003,Yorkshire and The Humber,region,2021-04-06,12922
E12000003,Yorkshire and The Humber,region,2021-04-05,12918
E12000003,Yorkshire and The Humber,region,2021-04-04,12914
E12000003,Yorkshire and The Humber,region,2021-04-03,12906
E12000003,Yorkshire and The Humber,region,2021-04-02,12903
E12000003,Yorkshire and The Humber,region,2021-04-01,12900
E12000003,Yorkshire and The Humber,region,2021-03-31,12895
E12000003,Yorkshire and The Humber,region,2021-03-30,12886
E12000003,Yorkshire and The Humber,region,2021-03-29,12879
E12000003,Yorkshire and The Humber,region,2021-03-28,12872
E12000003,Yorkshire and The Humber,region,2021-03-27,12868
E12000003,Yorkshire and The Humber,region,2021-03-26,12863
E12000003,Yorkshire and The Humber,region,2021-03-25,12851
E12000003,Yorkshire and The Humber,region,2021-03-24,12844
E12000003,Yorkshire and The Humber,region,2021-03-23,12835
E12000003,Yorkshire and The Humber,region,2021-03-22,12825
E12000003,Yorkshire and The Humber,region,2021-03-21,12818
E12000003,Yorkshire and The Humber,region,2021-03-20,12801
E12000003,Yorkshire and The Humber,region,2021-03-19,12796
E12000003,Yorkshire and The Humber,region,2021-03-18,12785
E12000003,Yorkshire and The Humber,region,2021-03-17,12776
E12000003,Yorkshire and The Humber,region,2021-03-16,12766
E12000003,Yorkshire and The Humber,region,2021-03-15,12756
E12000003,Yorkshire and The Humber,region,2021-03-14,12737
E12000003,Yorkshire and The Humber,region,2021-03-13,12723
E12000003,Yorkshire and The Humber,region,2021-03-12,12714
E12000003,Yorkshire and The Humber,region,2021-03-11,12701
E12000003,Yorkshire and The Humber,region,2021-03-10,12682
E12000003,Yorkshire and The Humber,region,2021-03-09,12665
E12000003,Yorkshire and The Humber,region,2021-03-08,12645
E12000003,Yorkshire and The Humber,region,2021-03-07,12628
E12000003,Yorkshire and The Humber,region,2021-03-06,12614
E12000003,Yorkshire and The Humber,region,2021-03-05,12589
E12000003,Yorkshire and The Humber,region,2021-03-04,12570
E12000003,Yorkshire and The Humber,region,2021-03-03,12552
E12000003,Yorkshire and The Humber,region,2021-03-02,12528
E12000003,Yorkshire and The Humber,region,2021-03-01,12511
E12000003,Yorkshire and The Humber,region,2021-02-28,12490
E12000003,Yorkshire and The Humber,region,2021-02-27,12457
E12000003,Yorkshire and The Humber,region,2021-02-26,12429
E12000003,Yorkshire and The Humber,region,2021-02-25,12404
E12000003,Yorkshire and The Humber,region,2021-02-24,12377
E12000003,Yorkshire and The Humber,region,2021-02-23,12345
E12000003,Yorkshire and The Humber,region,2021-02-22,12315
E12000003,Yorkshire and The Humber,region,2021-02-21,12293
E12000003,Yorkshire and The Humber,region,2021-02-20,12248
E12000003,Yorkshire and The Humber,region,2021-02-19,12212
E12000003,Yorkshire and The Humber,region,2021-02-18,12173
E12000003,Yorkshire and The Humber,region,2021-02-17,12135
E12000003,Yorkshire and The Humber,region,2021-02-16,12097
E12000003,Yorkshire and The Humber,region,2021-02-15,12065
E12000003,Yorkshire and The Humber,region,2021-02-14,12027
E12000003,Yorkshire and The Humber,region,2021-02-13,11983
E12000003,Yorkshire and The Humber,region,2021-02-12,11935
E12000003,Yorkshire and The Humber,region,2021-02-11,11883
E12000003,Yorkshire and The Humber,region,2021-02-10,11826
E12000003,Yorkshire and The Humber,region,2021-02-09,11770
E12000003,Yorkshire and The Humber,region,2021-02-08,11731
E12000003,Yorkshire and The Humber,region,2021-02-07,11692
E12000003,Yorkshire and The Humber,region,2021-02-06,11656
E12000003,Yorkshire and The Humber,region,2021-02-05,11614
E12000003,Yorkshire and The Humber,region,2021-02-04,11551
E12000003,Yorkshire and The Humber,region,2021-02-03,11494
E12000003,Yorkshire and The Humber,region,2021-02-02,11430
E12000003,Yorkshire and The Humber,region,2021-02-01,11376
E12000003,Yorkshire and The Humber,region,2021-01-31,11314
E12000003,Yorkshire and The Humber,region,2021-01-30,11253
E12000003,Yorkshire and The Humber,region,2021-01-29,11185
E12000003,Yorkshire and The Humber,region,2021-01-28,11130
E12000003,Yorkshire and The Humber,region,2021-01-27,11068
E12000003,Yorkshire and The Humber,region,2021-01-26,11004
E12000003,Yorkshire and The Humber,region,2021-01-25,10945
E12000003,Yorkshire and The Humber,region,2021-01-24,10887
E12000003,Yorkshire and The Humber,region,2021-01-23,10828
E12000003,Yorkshire and The Humber,region,2021-01-22,10761
E12000003,Yorkshire and The Humber,region,2021-01-21,10704
E12000003,Yorkshire and The Humber,region,2021-01-20,10627
E12000003,Yorkshire and The Humber,region,2021-01-19,10558
E12000003,Yorkshire and The Humber,region,2021-01-18,10477
E12000003,Yorkshire and The Humber,region,2021-01-17,10423
E12000003,Yorkshire and The Humber,region,2021-01-16,10359
E12000003,Yorkshire and The Humber,region,2021-01-15,10280
E12000003,Yorkshire and The Humber,region,2021-01-14,10204
E12000003,Yorkshire and The Humber,region,2021-01-13,10158
E12000003,Yorkshire and The Humber,region,2021-01-12,10092
E12000003,Yorkshire and The Humber,region,2021-01-11,10024
E12000003,Yorkshire and The Humber,region,2021-01-10,9973
E12000003,Yorkshire and The Humber,region,2021-01-09,9910
E12000003,Yorkshire and The Humber,region,2021-01-08,9862
E12000003,Yorkshire and The Humber,region,2021-01-07,9810
E12000003,Yorkshire and The Humber,region,2021-01-06,9756
E12000003,Yorkshire and The Humber,region,2021-01-05,9704
E12000003,Yorkshire and The Humber,region,2021-01-04,9661
E12000003,Yorkshire and The Humber,region,2021-01-03,9618
E12000003,Yorkshire and The Humber,region,2021-01-02,9571
E12000003,Yorkshire and The Humber,region,2021-01-01,9511
E12000003,Yorkshire and The Humber,region,2020-12-31,9447
E12000003,Yorkshire and The Humber,region,2020-12-30,9404
E12000003,Yorkshire and The Humber,region,2020-12-29,9366
E12000003,Yorkshire and The Humber,region,2020-12-28,9306
E12000003,Yorkshire and The Humber,region,2020-12-27,9246
E12000003,Yorkshire and The Humber,region,2020-12-26,9188
E12000003,Yorkshire and The Humber,region,2020-12-25,9133
E12000003,Yorkshire and The Humber,region,2020-12-24,9088
E12000003,Yorkshire and The Humber,region,2020-12-23,9051
E12000003,Yorkshire and The Humber,region,2020-12-22,9000
E12000003,Yorkshire and The Humber,region,2020-12-21,8951
E12000003,Yorkshire and The Humber,region,2020-12-20,8902
E12000003,Yorkshire and The Humber,region,2020-12-19,8856
E12000003,Yorkshire and The Humber,region,2020-12-18,8813
E12000003,Yorkshire and The Humber,region,2020-12-17,8756
E12000003,Yorkshire and The Humber,region,2020-12-16,8699
E12000003,Yorkshire and The Humber,region,2020-12-15,8657
E12000003,Yorkshire and The Humber,region,2020-12-14,8603
E12000003,Yorkshire and The Humber,region,2020-12-13,8556
E12000003,Yorkshire and The Humber,region,2020-12-12,8499
E12000003,Yorkshire and The Humber,region,2020-12-11,8449
E12000003,Yorkshire and The Humber,region,2020-12-10,8386
E12000003,Yorkshire and The Humber,region,2020-12-09,8332
E12000003,Yorkshire and The Humber,region,2020-12-08,8273
E12000003,Yorkshire and The Humber,region,2020-12-07,8218
E12000003,Yorkshire and The Humber,region,2020-12-06,8162
E12000003,Yorkshire and The Humber,region,2020-12-05,8099
E12000003,Yorkshire and The Humber,region,2020-12-04,8053
E12000003,Yorkshire and The Humber,region,2020-12-03,7975
E12000003,Yorkshire and The Humber,region,2020-12-02,7906
E12000003,Yorkshire and The Humber,region,2020-12-01,7841
E12000003,Yorkshire and The Humber,region,2020-11-30,7803
E12000003,Yorkshire and The Humber,region,2020-11-29,7747
E12000003,Yorkshire and The Humber,region,2020-11-28,7691
E12000003,Yorkshire and The Humber,region,2020-11-27,7626
E12000003,Yorkshire and The Humber,region,2020-11-26,7559
E12000003,Yorkshire and The Humber,region,2020-11-25,7495
E12000003,Yorkshire and The Humber,region,2020-11-24,7429
E12000003,Yorkshire and The Humber,region,2020-11-23,7347
E12000003,Yorkshire and The Humber,region,2020-11-22,7264
E12000003,Yorkshire and The Humber,region,2020-11-21,7193
E12000003,Yorkshire and The Humber,region,2020-11-20,7114
E12000003,Yorkshire and The Humber,region,2020-11-19,7043
E12000003,Yorkshire and The Humber,region,2020-11-18,6963
E12000003,Yorkshire and The Humber,region,2020-11-17,6877
E12000003,Yorkshire and The Humber,region,2020-11-16,6821
E12000003,Yorkshire and The Humber,region,2020-11-15,6768
E12000003,Yorkshire and The Humber,region,2020-11-14,6690
E12000003,Yorkshire and The Humber,region,2020-11-13,6621
E12000003,Yorkshire and The Humber,region,2020-11-12,6555
E12000003,Yorkshire and The Humber,region,2020-11-11,6482
E12000003,Yorkshire and The Humber,region,2020-11-10,6418
E12000003,Yorkshire and The Humber,region,2020-11-09,6351
E12000003,Yorkshire and The Humber,region,2020-11-08,6258
E12000003,Yorkshire and The Humber,region,2020-11-07,6189
E12000003,Yorkshire and The Humber,region,2020-11-06,6111
E12000003,Yorkshire and The Humber,region,2020-11-05,6037
E12000003,Yorkshire and The Humber,region,2020-11-04,5980
E12000003,Yorkshire and The Humber,region,2020-11-03,5933
E12000003,Yorkshire and The Humber,region,2020-11-02,5860
E12000003,Yorkshire and The Humber,region,2020-11-01,5815
E12000003,Yorkshire and The Humber,region,2020-10-31,5768
E12000003,Yorkshire and The Humber,region,2020-10-30,5714
E12000003,Yorkshire and The Humber,region,2020-10-29,5665
E12000003,Yorkshire and The Humber,region,2020-10-28,5626
E12000003,Yorkshire and The Humber,region,2020-10-27,5592
E12000003,Yorkshire and The Humber,region,2020-10-26,5550
E12000003,Yorkshire and The Humber,region,2020-10-25,5512
E12000003,Yorkshire and The Humber,region,2020-10-24,5478
E12000003,Yorkshire and The Humber,region,2020-10-23,5447
E12000003,Yorkshire and The Humber,region,2020-10-22,5414
E12000003,Yorkshire and The Humber,region,2020-10-21,5388
E12000003,Yorkshire and The Humber,region,2020-10-20,5348
E12000003,Yorkshire and The Humber,region,2020-10-19,5312
E12000003,Yorkshire and The Humber,region,2020-10-18,5278
E12000003,Yorkshire and The Humber,region,2020-10-17,5258
E12000003,Yorkshire and The Humber,region,2020-10-16,5225
E12000003,Yorkshire and The Humber,region,2020-10-15,5205
E12000003,Yorkshire and The Humber,region,2020-10-14,5191
E12000003,Yorkshire and The Humber,region,2020-10-13,5175
E12000003,Yorkshire and The Humber,region,2020-10-12,5164
E12000003,Yorkshire and The Humber,region,2020-10-11,5149
E12000003,Yorkshire and The Humber,region,2020-10-10,5136
E12000003,Yorkshire and The Humber,region,2020-10-09,5121
E12000003,Yorkshire and The Humber,region,2020-10-08,5108
E12000003,Yorkshire and The Humber,region,2020-10-07,5098
E12000003,Yorkshire and The Humber,region,2020-10-06,5082
E12000003,Yorkshire and The Humber,region,2020-10-05,5072
E12000003,Yorkshire and The Humber,region,2020-10-04,5062
E12000003,Yorkshire and The Humber,region,2020-10-03,5056
E12000003,Yorkshire and The Humber,region,2020-10-02,5049
E12000003,Yorkshire and The Humber,region,2020-10-01,5041
E12000003,Yorkshire and The Humber,region,2020-09-30,5035
E12000003,Yorkshire and The Humber,region,2020-09-29,5031
E12000003,Yorkshire and The Humber,region,2020-09-28,5026
E12000003,Yorkshire and The Humber,region,2020-09-27,5024
E12000003,Yorkshire and The Humber,region,2020-09-26,5019
E12000003,Yorkshire and The Humber,region,2020-09-25,5013
E12000003,Yorkshire and The Humber,region,2020-09-24,5009
E12000003,Yorkshire and The Humber,region,2020-09-23,5004
E12000003,Yorkshire and The Humber,region,2020-09-22,5000
E12000003,Yorkshire and The Humber,region,2020-09-21,4996
E12000003,Yorkshire and The Humber,region,2020-09-20,4991
E12000003,Yorkshire and The Humber,region,2020-09-19,4984
E12000003,Yorkshire and The Humber,region,2020-09-18,4981
E12000003,Yorkshire and The Humber,region,2020-09-17,4978
E12000003,Yorkshire and The Humber,region,2020-09-16,4975
E12000003,Yorkshire and The Humber,region,2020-09-15,4973
E12000003,Yorkshire and The Humber,region,2020-09-14,4970
E12000003,Yorkshire and The Humber,region,2020-09-13,4967
E12000003,Yorkshire and The Humber,region,2020-09-12,4963
E12000003,Yorkshire and The Humber,region,2020-09-11,4960
E12000003,Yorkshire and The Humber,region,2020-09-10,4957
E12000003,Yorkshire and The Humber,region,2020-09-09,4955
E12000003,Yorkshire and The Humber,region,2020-09-08,4952
E12000003,Yorkshire and The Humber,region,2020-09-07,4949
E12000003,Yorkshire and The Humber,region,2020-09-06,4948
E12000003,Yorkshire and The Humber,region,2020-09-05,4945
E12000003,Yorkshire and The Humber,region,2020-09-04,4941
E12000003,Yorkshire and The Humber,region,2020-09-03,4940
E12000003,Yorkshire and The Humber,region,2020-09-02,4940
E12000003,Yorkshire and The Humber,region,2020-09-01,4936
E12000003,Yorkshire and The Humber,region,2020-08-31,4934
E12000003,Yorkshire and The Humber,region,2020-08-30,4933
E12000003,Yorkshire and The Humber,region,2020-08-29,4933
E12000003,Yorkshire and The Humber,region,2020-08-28,4931
E12000003,Yorkshire and The Humber,region,2020-08-27,4930
E12000003,Yorkshire and The Humber,region,2020-08-26,4928
E12000003,Yorkshire and The Humber,region,2020-08-25,4926
E12000003,Yorkshire and The Humber,region,2020-08-24,4924
E12000003,Yorkshire and The Humber,region,2020-08-23,4922
E12000003,Yorkshire and The Humber,region,2020-08-22,4919
E12000003,Yorkshire and The Humber,region,2020-08-21,4917
E12000003,Yorkshire and The Humber,region,2020-08-20,4914
E12000003,Yorkshire and The Humber,region,2020-08-19,4910
E12000003,Yorkshire and The Humber,region,2020-08-18,4909
E12000003,Yorkshire and The Humber,region,2020-08-17,4908
E12000003,Yorkshire and The Humber,region,2020-08-16,4904
E12000003,Yorkshire and The Humber,region,2020-08-15,4903
E12000003,Yorkshire and The Humber,region,2020-08-14,4901
E12000003,Yorkshire and The Humber,region,2020-08-13,4901
E12000003,Yorkshire and The Humber,region,2020-08-12,4900
E12000003,Yorkshire and The Humber,region,2020-08-11,4899
E12000003,Yorkshire and The Humber,region,2020-08-10,4897
E12000003,Yorkshire and The Humber,region,2020-08-09,4894
E12000003,Yorkshire and The Humber,region,2020-08-08,4890
E12000003,Yorkshire and The Humber,region,2020-08-07,4890
E12000003,Yorkshire and The Humber,region,2020-08-06,4890
E12000003,Yorkshire and The Humber,region,2020-08-05,4887
E12000003,Yorkshire and The Humber,region,2020-08-04,4886
E12000003,Yorkshire and The Humber,region,2020-08-03,4884
E12000003,Yorkshire and The Humber,region,2020-08-02,4882
E12000003,Yorkshire and The Humber,region,2020-08-01,4881
E12000003,Yorkshire and The Humber,region,2020-07-31,4876
E12000003,Yorkshire and The Humber,region,2020-07-30,4874
E12000003,Yorkshire and The Humber,region,2020-07-29,4873
E12000003,Yorkshire and The Humber,region,2020-07-28,4871
E12000003,Yorkshire and The Humber,region,2020-07-27,4868
E12000003,Yorkshire and The Humber,region,2020-07-26,4865
E12000003,Yorkshire and The Humber,region,2020-07-25,4861
E12000003,Yorkshire and The Humber,region,2020-07-24,4857
E12000003,Yorkshire and The Humber,region,2020-07-23,4853
E12000003,Yorkshire and The Humber,region,2020-07-22,4849
E12000003,Yorkshire and The Humber,region,2020-07-21,4843
E12000003,Yorkshire and The Humber,region,2020-07-20,4839
E12000003,Yorkshire and The Humber,region,2020-07-19,4836
E12000003,Yorkshire and The Humber,region,2020-07-18,4834
E12000003,Yorkshire and The Humber,region,2020-07-17,4828
E12000003,Yorkshire and The Humber,region,2020-07-16,4827
E12000003,Yorkshire and The Humber,region,2020-07-15,4826
E12000003,Yorkshire and The Humber,region,2020-07-14,4821
E12000003,Yorkshire and The Humber,region,2020-07-13,4816
E12000003,Yorkshire and The Humber,region,2020-07-12,4811
E12000003,Yorkshire and The Humber,region,2020-07-11,4806
E12000003,Yorkshire and The Humber,region,2020-07-10,4804
E12000003,Yorkshire and The Humber,region,2020-07-09,4798
E12000003,Yorkshire and The Humber,region,2020-07-08,4797
E12000003,Yorkshire and The Humber,region,2020-07-07,4789
E12000003,Yorkshire and The Humber,region,2020-07-06,4784
E12000003,Yorkshire and The Humber,region,2020-07-05,4780
E12000003,Yorkshire and The Humber,region,2020-07-04,4773
E12000003,Yorkshire and The Humber,region,2020-07-03,4765
E12000003,Yorkshire and The Humber,region,2020-07-02,4758
E12000003,Yorkshire and The Humber,region,2020-07-01,4749
E12000003,Yorkshire and The Humber,region,2020-06-30,4744
E12000003,Yorkshire and The Humber,region,2020-06-29,4729
E12000003,Yorkshire and The Humber,region,2020-06-28,4724
E12000003,Yorkshire and The Humber,region,2020-06-27,4718
E12000003,Yorkshire and The Humber,region,2020-06-26,4711
E12000003,Yorkshire and The Humber,region,2020-06-25,4702
E12000003,Yorkshire and The Humber,region,2020-06-24,4695
E12000003,Yorkshire and The Humber,region,2020-06-23,4676
E12000003,Yorkshire and The Humber,region,2020-06-22,4666
E12000003,Yorkshire and The Humber,region,2020-06-21,4657
E12000003,Yorkshire and The Humber,region,2020-06-20,4649
E12000003,Yorkshire and The Humber,region,2020-06-19,4638
E12000003,Yorkshire and The Humber,region,2020-06-18,4634
E12000003,Yorkshire and The Humber,region,2020-06-17,4623
E12000003,Yorkshire and The Humber,region,2020-06-16,4611
E12000003,Yorkshire and The Humber,region,2020-06-15,4602
E12000003,Yorkshire and The Humber,region,2020-06-14,4588
E12000003,Yorkshire and The Humber,region,2020-06-13,4570
E12000003,Yorkshire and The Humber,region,2020-06-12,4556
E12000003,Yorkshire and The Humber,region,2020-06-11,4539
E12000003,Yorkshire and The Humber,region,2020-06-10,4520
E12000003,Yorkshire and The Humber,region,2020-06-09,4499
E12000003,Yorkshire and The Humber,region,2020-06-08,4480
E12000003,Yorkshire and The Humber,region,2020-06-07,4461
E12000003,Yorkshire and The Humber,region,2020-06-06,4446
E12000003,Yorkshire and The Humber,region,2020-06-05,4425
E12000003,Yorkshire and The Humber,region,2020-06-04,4403
E12000003,Yorkshire and The Humber,region,2020-06-03,4382
E12000003,Yorkshire and The Humber,region,2020-06-02,4357
E12000003,Yorkshire and The Humber,region,2020-06-01,4326
E12000003,Yorkshire and The Humber,region,2020-05-31,4296
E12000003,Yorkshire and The Humber,region,2020-05-30,4270
E12000003,Yorkshire and The Humber,region,2020-05-29,4239
E12000003,Yorkshire and The Humber,region,2020-05-28,4212
E12000003,Yorkshire and The Humber,region,2020-05-27,4180
E12000003,Yorkshire and The Humber,region,2020-05-26,4145
E12000003,Yorkshire and The Humber,region,2020-05-25,4119
E12000003,Yorkshire and The Humber,region,2020-05-24,4081
E12000003,Yorkshire and The Humber,region,2020-05-23,4045
E12000003,Yorkshire and The Humber,region,2020-05-22,4017
E12000003,Yorkshire and The Humber,region,2020-05-21,3980
E12000003,Yorkshire and The Humber,region,2020-05-20,3945
E12000003,Yorkshire and The Humber,region,2020-05-19,3908
E12000003,Yorkshire and The Humber,region,2020-05-18,3868
E12000003,Yorkshire and The Humber,region,2020-05-17,3833
E12000003,Yorkshire and The Humber,region,2020-05-16,3798
E12000003,Yorkshire and The Humber,region,2020-05-15,3753
E12000003,Yorkshire and The Humber,region,2020-05-14,3702
E12000003,Yorkshire and The Humber,region,2020-05-13,3659
E12000003,Yorkshire and The Humber,region,2020-05-12,3610
E12000003,Yorkshire and The Humber,region,2020-05-11,3571
E12000003,Yorkshire and The Humber,region,2020-05-10,3531
E12000003,Yorkshire and The Humber,region,2020-05-09,3473
E12000003,Yorkshire and The Humber,region,2020-05-08,3412
E12000003,Yorkshire and The Humber,region,2020-05-07,3348
E12000003,Yorkshire and The Humber,region,2020-05-06,3279
E12000003,Yorkshire and The Humber,region,2020-05-05,3212
E12000003,Yorkshire and The Humber,region,2020-05-04,3151
E12000003,Yorkshire and The Humber,region,2020-05-03,3077
E12000003,Yorkshire and The Humber,region,2020-05-02,3015
E12000003,Yorkshire and The Humber,region,2020-05-01,2947
E12000003,Yorkshire and The Humber,region,2020-04-30,2870
E12000003,Yorkshire and The Humber,region,2020-04-29,2789
E12000003,Yorkshire and The Humber,region,2020-04-28,2687
E12000003,Yorkshire and The Humber,region,2020-04-27,2608
E12000003,Yorkshire and The Humber,region,2020-04-26,2517
E12000003,Yorkshire and The Humber,region,2020-04-25,2436
E12000003,Yorkshire and The Humber,region,2020-04-24,2357
E12000003,Yorkshire and The Humber,region,2020-04-23,2259
E12000003,Yorkshire and The Humber,region,2020-04-22,2167
E12000003,Yorkshire and The Humber,region,2020-04-21,2059
E12000003,Yorkshire and The Humber,region,2020-04-20,1961
E12000003,Yorkshire and The Humber,region,2020-04-19,1860
E12000003,Yorkshire and The Humber,region,2020-04-18,1759
E12000003,Yorkshire and The Humber,region,2020-04-17,1664
E12000003,Yorkshire and The Humber,region,2020-04-16,1548
E12000003,Yorkshire and The Humber,region,2020-04-15,1427
E12000003,Yorkshire and The Humber,region,2020-04-14,1318
E12000003,Yorkshire and The Humber,region,2020-04-13,1225
E12000003,Yorkshire and The Humber,region,2020-04-12,1138
E12000003,Yorkshire and The Humber,region,2020-04-11,1046
E12000003,Yorkshire and The Humber,region,2020-04-10,969
E12000003,Yorkshire and The Humber,region,2020-04-09,866
E12000003,Yorkshire and The Humber,region,2020-04-08,766
E12000003,Yorkshire and The Humber,region,2020-04-07,664
E12000003,Yorkshire and The Humber,region,2020-04-06,581
E12000003,Yorkshire and The Humber,region,2020-04-05,509
E12000003,Yorkshire and The Humber,region,2020-04-04,441
E12000003,Yorkshire and The Humber,region,2020-04-03,365
E12000003,Yorkshire and The Humber,region,2020-04-02,300
E12000003,Yorkshire and The Humber,region,2020-04-01,245
E12000003,Yorkshire and The Humber,region,2020-03-31,203
E12000003,Yorkshire and The Humber,region,2020-03-30,161
E12000003,Yorkshire and The Humber,region,2020-03-29,129
E12000003,Yorkshire and The Humber,region,2020-03-28,97
E12000003,Yorkshire and The Humber,region,2020-03-27,72
E12000003,Yorkshire and The Humber,region,2020-03-26,52
E12000003,Yorkshire and The Humber,region,2020-03-25,36
E12000003,Yorkshire and The Humber,region,2020-03-24,28
E12000003,Yorkshire and The Humber,region,2020-03-23,21
E12000003,Yorkshire and The Humber,region,2020-03-22,15
E12000003,Yorkshire and The Humber,region,2020-03-21,13
E12000003,Yorkshire and The Humber,region,2020-03-20,11
E12000003,Yorkshire and The Humber,region,2020-03-19,9
E12000003,Yorkshire and The Humber,region,2020-03-18,8
E12000003,Yorkshire and The Humber,region,2020-03-17,6
E12000003,Yorkshire and The Humber,region,2020-03-16,4
E12000003,Yorkshire and The Humber,region,2020-03-15,2
E12000004,East Midlands,region,2022-12-02,16583
E12000004,East Midlands,region,2022-12-01,16579
E12000004,East Midlands,region,2022-11-30,16575
E12000004,East Midlands,region,2022-11-29,16569
E12000004,East Midlands,region,2022-11-28,16566
E12000004,East Midlands,region,2022-11-27,16559
E12000004,East Midlands,region,2022-11-26,16555
E12000004,East Midlands,region,2022-11-25,16553
E12000004,East Midlands,region,2022-11-24,16544
E12000004,East Midlands,region,2022-11-23,16540
E12000004,East Midlands,region,2022-11-22,16535
E12000004,East Midlands,region,2022-11-21,16528
E12000004,East Midlands,region,2022-11-20,16524
E12000004,East Midlands,region,2022-11-19,16520
E12000004,East Midlands,region,2022-11-18,16520
E12000004,East Midlands,region,2022-11-17,16515
E12000004,East Midlands,region,2022-11-16,16510
E12000004,East Midlands,region,2022-11-15,16508
E12000004,East Midlands,region,2022-11-14,16504
E12000004,East Midlands,region,2022-11-13,16502
E12000004,East Midlands,region,2022-11-12,16498
E12000004,East Midlands,region,2022-11-11,16497
E12000004,East Midlands,region,2022-11-10,16491
E12000004,East Midlands,region,2022-11-09,16487
E12000004,East Midlands,region,2022-11-08,16480
E12000004,East Midlands,region,2022-11-07,16474
E12000004,East Midlands,region,2022-11-06,16464
E12000004,East Midlands,region,2022-11-05,16455
E12000004,East Midlands,region,2022-11-04,16448
E12000004,East Midlands,region,2022-11-03,16438
E12000004,East Midlands,region,2022-11-02,16433
E12000004,East Midlands,region,2022-11-01,16423
E12000004,East Midlands,region,2022-10-31,16416
E12000004,East Midlands,region,2022-10-30,16403
E12000004,East Midlands,region,2022-10-29,16395
E12000004,East Midlands,region,2022-10-28,16388
E12000004,East Midlands,region,2022-10-27,16380
E12000004,East Midlands,region,2022-10-26,16370
E12000004,East Midlands,region,2022-10-25,16360
E12000004,East Midlands,region,2022-10-24,16355
E12000004,East Midlands,region,2022-10-23,16347
E12000004,East Midlands,region,2022-10-22,16337
E12000004,East Midlands,region,2022-10-21,16326
E12000004,East Midlands,region,2022-10-20,16311
E12000004,East Midlands,region,2022-10-19,16302
E12000004,East Midlands,region,2022-10-18,16296
E12000004,East Midlands,region,2022-10-17,16289
E12000004,East Midlands,region,2022-10-16,16280
E12000004,East Midlands,region,2022-10-15,16268
E12000004,East Midlands,region,2022-10-14,16265
E12000004,East Midlands,region,2022-10-13,16258
E12000004,East Midlands,region,2022-10-12,16248
E12000004,East Midlands,region,2022-10-11,16243
E12000004,East Midlands,region,2022-10-10,16236
E12000004,East Midlands,region,2022-10-09,16226
E12000004,East Midlands,region,2022-10-08,16210
E12000004,East Midlands,region,2022-10-07,16204
E12000004,East Midlands,region,2022-10-06,16197
E12000004,East Midlands,region,2022-10-05,16188
E12000004,East Midlands,region,2022-10-04,16176
E12000004,East Midlands,region,2022-10-03,16171
E12000004,East Midlands,region,2022-10-02,16163
E12000004,East Midlands,region,2022-10-01,16156
E12000004,East Midlands,region,2022-09-30,16153
E12000004,East Midlands,region,2022-09-29,16146
E12000004,East Midlands,region,2022-09-28,16140
E12000004,East Midlands,region,2022-09-27,16137
E12000004,East Midlands,region,2022-09-26,16128
E12000004,East Midlands,region,2022-09-25,16122
E12000004,East Midlands,region,2022-09-24,16119
E12000004,East Midlands,region,2022-09-23,16115
E12000004,East Midlands,region,2022-09-22,16113
E12000004,East Midlands,region,2022-09-21,16104
E12000004,East Midlands,region,2022-09-20,16103
E12000004,East Midlands,region,2022-09-19,16101
E12000004,East Midlands,region,2022-09-18,16096
