"","date","county_code","N","N_prev"
"5985","07.08.2022","county34",0,12
"5986","08.08.2022","county34",0,8
"5987","09.08.2022","county34",0,6
"5988","10.08.2022","county34",1,7
"5989","11.08.2022","county34",2,9
"5990","12.08.2022","county34",2,10
"5991","13.08.2022","county34",2,12
"5992","14.08.2022","county34",0,11
"5993","15.08.2022","county34",0,8
"5994","16.08.2022","county34",0,8
"5995","17.08.2022","county34",1,9
"5996","18.08.2022","county34",0,8
"5997","19.08.2022","county34",2,8
"5998","20.08.2022","county34",1,9
"5999","21.08.2022","county34",1,9
"6000","22.08.2022","county34",0,8
"6001","23.08.2022","county34",1,8
"6002","24.08.2022","county34",0,7
"6003","25.08.2022","county34",0,6
"6004","26.08.2022","county34",0,6
"6005","27.08.2022","county34",1,6
"6006","28.08.2022","county34",1,6
"6007","29.08.2022","county34",1,6
"6008","30.08.2022","county34",0,6
"6009","31.08.2022","county34",1,5
"6010","01.09.2022","county34",0,4
"6011","02.09.2022","county34",1,5
"6012","03.09.2022","county34",0,5
"6013","04.09.2022","county34",1,6
"6014","05.09.2022","county34",0,5
"6015","06.09.2022","county34",1,4
"6016","07.09.2022","county34",0,4
"6017","08.09.2022","county34",2,5
"6018","09.09.2022","county34",1,6
"6019","10.09.2022","county34",0,6
"6020","11.09.2022","county34",1,6
"6021","12.09.2022","county34",0,6
"6022","13.09.2022","county34",0,6
"6023","14.09.2022","county34",0,6
"6024","15.09.2022","county34",0,5
"6025","16.09.2022","county34",0,4
"6026","17.09.2022","county34",0,4
"6027","18.09.2022","county34",2,5
"6028","19.09.2022","county34",0,5
"6029","20.09.2022","county34",0,4
"6030","21.09.2022","county34",1,5
"6031","22.09.2022","county34",1,6
"6032","23.09.2022","county34",0,5
"6033","24.09.2022","county34",1,5
"6034","25.09.2022","county34",0,4
"6035","26.09.2022","county34",0,4
"6036","27.09.2022","county34",1,5
"6037","28.09.2022","county34",2,7
"6038","29.09.2022","county34",0,7
"6039","30.09.2022","county34",2,7
"6040","01.10.2022","county34",2,8
"6041","02.10.2022","county34",1,9
"6042","03.10.2022","county34",1,7
"6043","04.10.2022","county34",1,6
"6044","05.10.2022","county34",1,7
"6045","06.10.2022","county34",1,5
"6046","07.10.2022","county34",0,4
"6047","08.10.2022","county34",3,7
"6048","09.10.2022","county34",2,8
"6049","10.10.2022","county34",2,9
"6050","11.10.2022","county34",1,5
"6051","12.10.2022","county34",2,7
"6052","13.10.2022","county34",2,7
"6053","14.10.2022","county34",3,10
"6054","15.10.2022","county34",2,11
"6055","16.10.2022","county34",1,12
"6056","17.10.2022","county34",0,7
"6057","18.10.2022","county34",3,7
"6058","19.10.2022","county34",0,7
"6059","20.10.2022","county34",2,7
"6060","21.10.2022","county34",2,9
"6061","22.10.2022","county34",1,9
"6062","23.10.2022","county34",2,11
"6063","24.10.2022","county34",1,12
"6064","25.10.2022","county34",1,9
"6065","26.10.2022","county34",1,8
"6066","27.10.2022","county34",3,8
"6067","28.10.2022","county34",1,10
"6068","29.10.2022","county34",2,12
"6069","30.10.2022","county34",0,11
"6070","31.10.2022","county34",4,13
"6071","01.11.2022","county34",1,13
"6072","02.11.2022","county34",0,14
"6073","03.11.2022","county34",1,12
"6074","04.11.2022","county34",0,11
"6075","05.11.2022","county34",3,14
"6076","06.11.2022","county34",0,12
"6077","07.11.2022","county34",0,9
"6078","08.11.2022","county34",1,10
"6079","09.11.2022","county34",0,10
"6080","10.11.2022","county34",1,11
"6081","11.11.2022","county34",3,12
"6082","12.11.2022","county34",1,13
"6083","13.11.2022","county34",0,11
"6084","14.11.2022","county34",1,8
"6085","15.11.2022","county34",0,7
"6086","16.11.2022","county34",2,9
"6087","17.11.2022","county34",1,8
"6088","18.11.2022","county34",3,11
"6089","19.11.2022","county34",1,12
"6090","20.11.2022","county34",1,13
"6091","21.11.2022","county34",2,14
"6092","22.11.2022","county34",1,11
"6093","23.11.2022","county34",2,12
"6094","24.11.2022","county34",2,11
"6095","25.11.2022","county34",2,11
"6096","26.11.2022","county34",1,12
"6097","27.11.2022","county34",1,13
"6098","28.11.2022","county34",1,9
"6099","29.11.2022","county34",0,8
"6100","30.11.2022","county34",2,9
"6101","01.12.2022","county34",2,11
"6102","02.12.2022","county34",0,8
"6103","03.12.2022","county34",0,9
"6104","04.12.2022","county34",4,13
"6105","05.12.2022","county34",1,10
"6106","06.12.2022","county34",1,9
"6107","07.12.2022","county34",6,14
"6108","08.12.2022","county34",2,14
"6109","09.12.2022","county34",0,11
"6110","10.12.2022","county34",1,12
"6111","11.12.2022","county34",1,12
"6112","12.12.2022","county34",1,10
"6113","13.12.2022","county34",0,8
"6114","14.12.2022","county34",2,10
"6115","15.12.2022","county34",0,9
"6116","16.12.2022","county34",1,8
"6117","17.12.2022","county34",0,8
"6118","18.12.2022","county34",0,7
"6119","19.12.2022","county34",1,8
"6120","20.12.2022","county34",0,8
"6121","06.03.2020","county38",0,0
"6122","07.03.2020","county38",0,0
"6123","08.03.2020","county38",0,0
"6124","09.03.2020","county38",0,0
"6125","10.03.2020","county38",0,0
"6126","11.03.2020","county38",0,0
"6127","12.03.2020","county38",0,0
"6128","13.03.2020","county38",0,0
"6129","14.03.2020","county38",1,1
"6130","15.03.2020","county38",1,2
"6131","16.03.2020","county38",1,3
"6132","17.03.2020","county38",0,2
"6133","18.03.2020","county38",1,3
"6134","19.03.2020","county38",1,4
"6135","20.03.2020","county38",1,5
"6136","21.03.2020","county38",0,5
"6137","22.03.2020","county38",2,7
"6138","23.03.2020","county38",1,6
"6139","24.03.2020","county38",1,8
"6140","25.03.2020","county38",1,7
"6141","26.03.2020","county38",0,7
"6142","27.03.2020","county38",1,8
"6143","28.03.2020","county38",0,8
"6144","29.03.2020","county38",1,9
"6145","30.03.2020","county38",1,9
"6146","31.03.2020","county38",0,8
"6147","01.04.2020","county38",1,9
"6148","02.04.2020","county38",2,10
"6149","03.04.2020","county38",0,7
"6150","04.04.2020","county38",1,7
"6151","05.04.2020","county38",0,6
"6152","06.04.2020","county38",1,6
"6153","07.04.2020","county38",0,6
"6154","08.04.2020","county38",0,6
"6155","09.04.2020","county38",0,5
"6156","10.04.2020","county38",0,4
"6157","11.04.2020","county38",0,4
"6158","12.04.2020","county38",0,4
"6159","13.04.2020","county38",0,4
"6160","14.04.2020","county38",0,3
"6161","15.04.2020","county38",0,2
"6162","16.04.2020","county38",0,2
"6163","17.04.2020","county38",0,3
"6164","18.04.2020","county38",0,3
"6165","19.04.2020","county38",1,4
"6166","20.04.2020","county38",0,3
"6167","21.04.2020","county38",0,3
"6168","22.04.2020","county38",0,3
"6169","23.04.2020","county38",0,3
"6170","24.04.2020","county38",0,3
"6171","25.04.2020","county38",1,4
"6172","26.04.2020","county38",0,4
"6173","27.04.2020","county38",0,4
"6174","28.04.2020","county38",0,3
"6175","29.04.2020","county38",0,3
"6176","30.04.2020","county38",0,3
"6177","01.05.2020","county38",0,3
"6178","02.05.2020","county38",0,3
"6179","03.05.2020","county38",0,3
"6180","04.05.2020","county38",0,2
"6181","05.05.2020","county38",0,2
"6182","06.05.2020","county38",0,2
"6183","07.05.2020","county38",0,1
"6184","08.05.2020","county38",0,1
"6185","09.05.2020","county38",0,1
"6186","10.05.2020","county38",0,1
"6187","11.05.2020","county38",0,1
"6188","12.05.2020","county38",0,1
"6189","13.05.2020","county38",0,1
"6190","14.05.2020","county38",0,1
"6191","15.05.2020","county38",0,1
"6192","16.05.2020","county38",0,1
"6193","17.05.2020","county38",0,1
"6194","18.05.2020","county38",0,1
"6195","19.05.2020","county38",0,1
"6196","20.05.2020","county38",0,1
"6197","21.05.2020","county38",0,1
"6198","22.05.2020","county38",0,1
"6199","23.05.2020","county38",0,1
"6200","24.05.2020","county38",0,1
"6201","25.05.2020","county38",0,1
"6202","26.05.2020","county38",0,1
"6203","27.05.2020","county38",0,0
"6204","28.05.2020","county38",0,0
"6205","29.05.2020","county38",0,0
"6206","30.05.2020","county38",0,0
"6207","31.05.2020","county38",0,0
"6208","01.06.2020","county38",0,0
"6209","02.06.2020","county38",0,0
"6210","03.06.2020","county38",0,1
"6211","04.06.2020","county38",0,1
"6212","05.06.2020","county38",0,1
"6213","06.06.2020","county38",0,1
"6214","07.06.2020","county38",0,1
"6215","08.06.2020","county38",0,1
"6216","09.06.2020","county38",0,1
"6217","10.06.2020","county38",0,0
"6218","11.06.2020","county38",0,0
"6219","12.06.2020","county38",0,0
"6220","13.06.2020","county38",0,0
"6221","14.06.2020","county38",0,0
"6222","15.06.2020","county38",0,0
"6223","16.06.2020","county38",0,0
"6224","17.06.2020","county38",0,0
"6225","18.06.2020","county38",0,0
"6226","19.06.2020","county38",0,0
"6227","20.06.2020","county38",0,0
"6228","21.06.2020","county38",0,0
"6229","22.06.2020","county38",0,0
"6230","23.06.2020","county38",0,0
"6231","24.06.2020","county38",0,0
"6232","25.06.2020","county38",0,0
"6233","26.06.2020","county38",0,0
"6234","27.06.2020","county38",0,0
"6235","28.06.2020","county38",0,0
"6236","29.06.2020","county38",0,0
"6237","30.06.2020","county38",0,0
"6238","01.07.2020","county38",0,0
"6239","02.07.2020","county38",0,0
"6240","03.07.2020","county38",0,0
"6241","04.07.2020","county38",0,0
"6242","05.07.2020","county38",0,0
"6243","06.07.2020","county38",0,0
"6244","07.07.2020","county38",0,0
"6245","08.07.2020","county38",0,0
"6246","09.07.2020","county38",0,0
"6247","10.07.2020","county38",0,0
"6248","11.07.2020","county38",0,0
"6249","12.07.2020","county38",0,0
"6250","13.07.2020","county38",0,0
"6251","14.07.2020","county38",0,0
"6252","15.07.2020","county38",0,0
"6253","16.07.2020","county38",0,0
"6254","17.07.2020","county38",0,0
"6255","18.07.2020","county38",0,0
"6256","19.07.2020","county38",0,0
"6257","20.07.2020","county38",0,0
"6258","21.07.2020","county38",0,0
"6259","22.07.2020","county38",0,0
"6260","23.07.2020","county38",0,0
"6261","24.07.2020","county38",0,0
"6262","25.07.2020","county38",0,0
"6263","26.07.2020","county38",0,0
"6264","27.07.2020","county38",0,0
"6265","28.07.2020","county38",0,0
"6266","29.07.2020","county38",0,0
"6267","30.07.2020","county38",0,0
"6268","31.07.2020","county38",0,0
"6269","01.08.2020","county38",0,0
"6270","02.08.2020","county38",0,0
"6271","03.08.2020","county38",0,0
"6272","04.08.2020","county38",0,0
"6273","05.08.2020","county38",0,0
"6274","06.08.2020","county38",0,0
"6275","07.08.2020","county38",0,0
"6276","08.08.2020","county38",0,0
"6277","09.08.2020","county38",0,0
"6278","10.08.2020","county38",0,0
"6279","11.08.2020","county38",0,0
"6280","12.08.2020","county38",0,0
"6281","13.08.2020","county38",0,0
"6282","14.08.2020","county38",0,0
"6283","15.08.2020","county38",0,0
"6284","16.08.2020","county38",0,0
"6285","17.08.2020","county38",0,0
"6286","18.08.2020","county38",0,0
"6287","19.08.2020","county38",0,0
"6288","20.08.2020","county38",0,0
"6289","21.08.2020","county38",0,0
"6290","22.08.2020","county38",0,0
"6291","23.08.2020","county38",0,0
"6292","24.08.2020","county38",0,0
"6293","25.08.2020","county38",0,0
"6294","26.08.2020","county38",0,0
"6295","27.08.2020","county38",0,0
"6296","28.08.2020","county38",1,0
"6297","29.08.2020","county38",0,0
"6298","30.08.2020","county38",0,0
"6299","31.08.2020","county38",0,0
"6300","01.09.2020","county38",0,0
"6301","02.09.2020","county38",0,0
"6302","03.09.2020","county38",0,0
"6303","04.09.2020","county38",0,0
"6304","05.09.2020","county38",0,0
"6305","06.09.2020","county38",0,0
"6306","07.09.2020","county38",0,0
"6307","08.09.2020","county38",0,0
"6308","09.09.2020","county38",0,0
"6309","10.09.2020","county38",0,0
"6310","11.09.2020","county38",0,0
"6311","12.09.2020","county38",0,0
"6312","13.09.2020","county38",0,0
"6313","14.09.2020","county38",0,0
"6314","15.09.2020","county38",0,0
"6315","16.09.2020","county38",0,0
"6316","17.09.2020","county38",0,0
"6317","18.09.2020","county38",0,0
"6318","19.09.2020","county38",0,0
"6319","20.09.2020","county38",0,0
"6320","21.09.2020","county38",0,0
"6321","22.09.2020","county38",0,0
"6322","23.09.2020","county38",0,0
"6323","24.09.2020","county38",0,0
"6324","25.09.2020","county38",0,0
"6325","26.09.2020","county38",0,0
"6326","27.09.2020","county38",0,0
"6327","28.09.2020","county38",0,0
"6328","29.09.2020","county38",0,0
"6329","30.09.2020","county38",0,0
"6330","01.10.2020","county38",0,0
"6331","02.10.2020","county38",0,0
"6332","03.10.2020","county38",0,0
"6333","04.10.2020","county38",0,0
"6334","05.10.2020","county38",0,0
"6335","06.10.2020","county38",0,0
"6336","07.10.2020","county38",0,0
"6337","08.10.2020","county38",0,0
"6338","09.10.2020","county38",0,0
"6339","10.10.2020","county38",0,0
"6340","11.10.2020","county38",1,1
"6341","12.10.2020","county38",0,1
"6342","13.10.2020","county38",0,0
"6343","14.10.2020","county38",0,1
"6344","15.10.2020","county38",0,1
"6345","16.10.2020","county38",0,1
"6346","17.10.2020","county38",0,1
"6347","18.10.2020","county38",0,1
"6348","19.10.2020","county38",0,1
"6349","20.10.2020","county38",0,1
"6350","21.10.2020","county38",0,1
"6351","22.10.2020","county38",0,1
"6352","23.10.2020","county38",0,1
"6353","24.10.2020","county38",0,1
"6354","25.10.2020","county38",0,1
"6355","26.10.2020","county38",1,1
"6356","27.10.2020","county38",0,0
"6357","28.10.2020","county38",1,1
"6358","29.10.2020","county38",0,1
"6359","30.10.2020","county38",0,1
"6360","31.10.2020","county38",0,1
"6361","01.11.2020","county38",0,1
"6362","02.11.2020","county38",0,0
"6363","03.11.2020","county38",0,0
"6364","04.11.2020","county38",0,0
"6365","05.11.2020","county38",2,2
"6366","06.11.2020","county38",0,3
"6367","07.11.2020","county38",1,2
"6368","08.11.2020","county38",0,1
"6369","09.11.2020","county38",1,2
"6370","10.11.2020","county38",1,3
"6371","11.11.2020","county38",1,5
"6372","12.11.2020","county38",1,5
"6373","13.11.2020","county38",1,5
"6374","14.11.2020","county38",0,4
"6375","15.11.2020","county38",0,4
"6376","16.11.2020","county38",0,4
"6377","17.11.2020","county38",0,4
"6378","18.11.2020","county38",0,3
"6379","19.11.2020","county38",1,4
"6380","20.11.2020","county38",1,5
"6381","21.11.2020","county38",0,5
"6382","22.11.2020","county38",0,5
"6383","23.11.2020","county38",1,5
"6384","24.11.2020","county38",1,6
"6385","25.11.2020","county38",0,6
"6386","26.11.2020","county38",0,6
"6387","27.11.2020","county38",1,7
"6388","28.11.2020","county38",2,8
"6389","29.11.2020","county38",1,9
"6390","30.11.2020","county38",1,11
"6391","01.12.2020","county38",0,8
"6392","02.12.2020","county38",0,7
"6393","03.12.2020","county38",0,7
"6394","04.12.2020","county38",3,10
"6395","05.12.2020","county38",1,11
"6396","06.12.2020","county38",2,11
"6397","07.12.2020","county38",0,10
"6398","08.12.2020","county38",1,8
"6399","09.12.2020","county38",1,8
"6400","10.12.2020","county38",1,8
"6401","11.12.2020","county38",3,9
"6402","12.12.2020","county38",1,10
"6403","13.12.2020","county38",0,7
"6404","14.12.2020","county38",1,8
"6405","15.12.2020","county38",1,9
"6406","16.12.2020","county38",1,10
"6407","17.12.2020","county38",1,9
"6408","18.12.2020","county38",1,9
"6409","19.12.2020","county38",2,11
"6410","20.12.2020","county38",1,11
"6411","21.12.2020","county38",3,12
"6412","22.12.2020","county38",2,13
"6413","23.12.2020","county38",1,11
"6414","24.12.2020","county38",0,12
"6415","25.12.2020","county38",1,12
"6416","26.12.2020","county38",0,12
"6417","27.12.2020","county38",1,12
"6418","28.12.2020","county38",5,17
"6419","29.12.2020","county38",1,15
"6420","30.12.2020","county38",3,15
"6421","31.12.2020","county38",1,12
"6422","01.01.2021","county38",1,10
"6423","02.01.2021","county38",0,9
"6424","03.01.2021","county38",1,10
"6425","04.01.2021","county38",1,8
"6426","05.01.2021","county38",1,9
"6427","06.01.2021","county38",1,8
"6428","07.01.2021","county38",1,8
"6429","08.01.2021","county38",0,7
"6430","09.01.2021","county38",2,9
"6431","10.01.2021","county38",0,9
"6432","11.01.2021","county38",2,11
"6433","12.01.2021","county38",0,9
"6434","13.01.2021","county38",1,8
"6435","14.01.2021","county38",0,6
"6436","15.01.2021","county38",0,4
"6437","16.01.2021","county38",2,7
"6438","17.01.2021","county38",0,7
"6439","18.01.2021","county38",2,8
"6440","19.01.2021","county38",0,6
"6441","20.01.2021","county38",1,6
"6442","21.01.2021","county38",2,7
"6443","22.01.2021","county38",3,9
"6444","23.01.2021","county38",0,8
"6445","24.01.2021","county38",0,8
"6446","25.01.2021","county38",0,6
"6447","26.01.2021","county38",0,5
"6448","27.01.2021","county38",0,5
"6449","28.01.2021","county38",2,5
"6450","29.01.2021","county38",0,4
"6451","30.01.2021","county38",0,4
"6452","31.01.2021","county38",0,4
"6453","01.02.2021","county38",0,3
"6454","02.02.2021","county38",0,3
"6455","03.02.2021","county38",0,2
"6456","04.02.2021","county38",0,2
"6457","05.02.2021","county38",1,3
"6458","06.02.2021","county38",0,3
"6459","07.02.2021","county38",0,3
"6460","08.02.2021","county38",0,3
"6461","09.02.2021","county38",0,2
"6462","10.02.2021","county38",0,1
"6463","11.02.2021","county38",0,1
"6464","12.02.2021","county38",0,1
"6465","13.02.2021","county38",0,1
"6466","14.02.2021","county38",0,1
"6467","15.02.2021","county38",0,1
"6468","16.02.2021","county38",0,2
"6469","17.02.2021","county38",1,4
"6470","18.02.2021","county38",0,4
"6471","19.02.2021","county38",0,3
"6472","20.02.2021","county38",0,3
"6473","21.02.2021","county38",0,3
"6474","22.02.2021","county38",0,3
"6475","23.02.2021","county38",2,5
"6476","24.02.2021","county38",1,6
"6477","25.02.2021","county38",0,6
"6478","26.02.2021","county38",1,6
"6479","27.02.2021","county38",2,7
"6480","28.02.2021","county38",0,5
"6481","01.03.2021","county38",1,5
"6482","02.03.2021","county38",1,5
"6483","03.03.2021","county38",0,5
"6484","04.03.2021","county38",1,5
"6485","05.03.2021","county38",0,4
"6486","06.03.2021","county38",1,3
"6487","07.03.2021","county38",2,4
"6488","08.03.2021","county38",3,7
"6489","09.03.2021","county38",4,12
"6490","10.03.2021","county38",2,11
"6491","11.03.2021","county38",3,13
"6492","12.03.2021","county38",7,17
"6493","13.03.2021","county38",2,15
"6494","14.03.2021","county38",2,16
"6495","15.03.2021","county38",1,13
"6496","16.03.2021","county38",3,16
"6497","17.03.2021","county38",2,13
"6498","18.03.2021","county38",2,17
"6499","19.03.2021","county38",3,20
"6500","20.03.2021","county38",1,19
"6501","21.03.2021","county38",1,20
"6502","22.03.2021","county38",4,20
"6503","23.03.2021","county38",1,15
"6504","24.03.2021","county38",3,16
"6505","25.03.2021","county38",2,16
"6506","26.03.2021","county38",0,13
"6507","27.03.2021","county38",1,13
"6508","28.03.2021","county38",1,15
"6509","29.03.2021","county38",0,12
"6510","30.03.2021","county38",3,13
"6511","31.03.2021","county38",0,13
"6512","01.04.2021","county38",0,12
"6513","02.04.2021","county38",1,13
"6514","03.04.2021","county38",3,15
"6515","04.04.2021","county38",1,16
"6516","05.04.2021","county38",1,14
"6517","06.04.2021","county38",0,11
"6518","07.04.2021","county38",0,9
"6519","08.04.2021","county38",1,10
"6520","09.04.2021","county38",2,11
"6521","10.04.2021","county38",2,13
"6522","11.04.2021","county38",0,13
"6523","12.04.2021","county38",1,12
"6524","13.04.2021","county38",0,11
"6525","14.04.2021","county38",2,11
"6526","15.04.2021","county38",1,11
"6527","16.04.2021","county38",0,9
"6528","17.04.2021","county38",1,10
"6529","18.04.2021","county38",0,10
"6530","19.04.2021","county38",0,11
"6531","20.04.2021","county38",0,8
"6532","21.04.2021","county38",0,7
"6533","22.04.2021","county38",0,6
"6534","23.04.2021","county38",1,5
"6535","24.04.2021","county38",0,6
"6536","25.04.2021","county38",0,6
"6537","26.04.2021","county38",0,6
"6538","27.04.2021","county38",1,7
"6539","28.04.2021","county38",1,7
"6540","29.04.2021","county38",0,7
"6541","30.04.2021","county38",1,8
"6542","01.05.2021","county38",0,7
"6543","02.05.2021","county38",0,6
"6544","03.05.2021","county38",1,7
"6545","04.05.2021","county38",2,8
"6546","05.05.2021","county38",1,9
"6547","06.05.2021","county38",1,9
"6548","07.05.2021","county38",0,8
"6549","08.05.2021","county38",1,8
"6550","09.05.2021","county38",3,10
"6551","10.05.2021","county38",2,10
"6552","11.05.2021","county38",0,10
"6553","12.05.2021","county38",1,10
"6554","13.05.2021","county38",2,12
"6555","14.05.2021","county38",0,12
"6556","15.05.2021","county38",0,11
"6557","16.05.2021","county38",2,12
"6558","17.05.2021","county38",4,15
"6559","18.05.2021","county38",6,17
"6560","19.05.2021","county38",2,14
"6561","20.05.2021","county38",2,14
"6562","21.05.2021","county38",0,14
"6563","22.05.2021","county38",2,17
"6564","23.05.2021","county38",3,20
"6565","24.05.2021","county38",1,19
"6566","25.05.2021","county38",1,16
"6567","26.05.2021","county38",4,16
"6568","27.05.2021","county38",3,17
"6569","28.05.2021","county38",0,15
"6570","29.05.2021","county38",0,14
"6571","30.05.2021","county38",1,14
"6572","31.05.2021","county38",0,9
"6573","01.06.2021","county38",2,9
"6574","02.06.2021","county38",0,6
"6575","03.06.2021","county38",0,6
"6576","04.06.2021","county38",1,8
"6577","05.06.2021","county38",1,9
"6578","06.06.2021","county38",0,8
"6579","07.06.2021","county38",0,8
"6580","08.06.2021","county38",1,8
"6581","09.06.2021","county38",0,7
"6582","10.06.2021","county38",1,7
"6583","11.06.2021","county38",1,8
"6584","12.06.2021","county38",1,9
"6585","13.06.2021","county38",0,9
"6586","14.06.2021","county38",1,8
"6587","15.06.2021","county38",1,9
"6588","16.06.2021","county38",2,11
"6589","17.06.2021","county38",1,8
"6590","18.06.2021","county38",1,8
"6591","19.06.2021","county38",1,9
"6592","20.06.2021","county38",1,9
"6593","21.06.2021","county38",1,8
"6594","22.06.2021","county38",3,9
"6595","23.06.2021","county38",1,8
"6596","24.06.2021","county38",0,5
"6597","25.06.2021","county38",0,6
"6598","26.06.2021","county38",0,5
"6599","27.06.2021","county38",0,5
"6600","28.06.2021","county38",0,5
"6601","29.06.2021","county38",0,4
"6602","30.06.2021","county38",0,3
"6603","01.07.2021","county38",0,3
"6604","02.07.2021","county38",0,3
"6605","03.07.2021","county38",0,3
"6606","04.07.2021","county38",0,3
"6607","05.07.2021","county38",0,2
"6608","06.07.2021","county38",1,3
"6609","07.07.2021","county38",1,4
"6610","08.07.2021","county38",0,4
"6611","09.07.2021","county38",1,5
"6612","10.07.2021","county38",0,4
"6613","11.07.2021","county38",0,4
"6614","12.07.2021","county38",0,4
"6615","13.07.2021","county38",0,3
"6616","14.07.2021","county38",0,2
"6617","15.07.2021","county38",0,2
"6618","16.07.2021","county38",1,3
"6619","17.07.2021","county38",0,3
"6620","18.07.2021","county38",1,4
"6621","19.07.2021","county38",0,4
"6622","20.07.2021","county38",0,4
"6623","21.07.2021","county38",1,4
"6624","22.07.2021","county38",0,3
"6625","23.07.2021","county38",0,2
"6626","24.07.2021","county38",1,2
"6627","25.07.2021","county38",0,2
"6628","26.07.2021","county38",0,2
"6629","27.07.2021","county38",0,1
"6630","28.07.2021","county38",0,1
"6631","29.07.2021","county38",0,1
"6632","30.07.2021","county38",0,1
"6633","31.07.2021","county38",0,1
"6634","01.08.2021","county38",0,1
"6635","02.08.2021","county38",0,1
"6636","03.08.2021","county38",0,1
"6637","04.08.2021","county38",0,1
"6638","05.08.2021","county38",0,1
"6639","06.08.2021","county38",0,1
"6640","07.08.2021","county38",0,1
"6641","08.08.2021","county38",1,2
"6642","09.08.2021","county38",0,2
"6643","10.08.2021","county38",0,2
"6644","11.08.2021","county38",0,2
"6645","12.08.2021","county38",0,2
"6646","13.08.2021","county38",0,2
"6647","14.08.2021","county38",0,2
"6648","15.08.2021","county38",0,2
"6649","16.08.2021","county38",0,2
"6650","17.08.2021","county38",0,1
"6651","18.08.2021","county38",0,1
"6652","19.08.2021","county38",0,1
"6653","20.08.2021","county38",0,1
"6654","21.08.2021","county38",2,3
"6655","22.08.2021","county38",0,2
"6656","23.08.2021","county38",0,2
"6657","24.08.2021","county38",0,2
"6658","25.08.2021","county38",1,2
"6659","26.08.2021","county38",0,2
"6660","27.08.2021","county38",0,2
"6661","28.08.2021","county38",0,2
"6662","29.08.2021","county38",0,2
"6663","30.08.2021","county38",1,3
"6664","31.08.2021","county38",1,1
"6665","01.09.2021","county38",0,1
"6666","02.09.2021","county38",0,1
"6667","03.09.2021","county38",0,1
"6668","04.09.2021","county38",0,1
"6669","05.09.2021","county38",1,2
"6670","06.09.2021","county38",1,3
"6671","07.09.2021","county38",0,3
"6672","08.09.2021","county38",0,3
"6673","09.09.2021","county38",2,3
"6674","10.09.2021","county38",1,3
"6675","11.09.2021","county38",2,5
"6676","12.09.2021","county38",2,6
"6677","13.09.2021","county38",2,7
"6678","14.09.2021","county38",0,6
"6679","15.09.2021","county38",0,3
"6680","16.09.2021","county38",0,3
"6681","17.09.2021","county38",0,3
"6682","18.09.2021","county38",0,3
"6683","19.09.2021","county38",0,3
"6684","20.09.2021","county38",0,2
"6685","21.09.2021","county38",0,2
"6686","22.09.2021","county38",2,4
"6687","23.09.2021","county38",0,2
"6688","24.09.2021","county38",1,3
"6689","25.09.2021","county38",0,3
"6690","26.09.2021","county38",0,3
"6691","27.09.2021","county38",1,4
"6692","28.09.2021","county38",2,6
"6693","29.09.2021","county38",1,7
"6694","30.09.2021","county38",0,5
"6695","01.10.2021","county38",0,5
"6696","02.10.2021","county38",1,6
"6697","03.10.2021","county38",0,6
"6698","04.10.2021","county38",0,5
"6699","05.10.2021","county38",1,6
"6700","06.10.2021","county38",0,6
"6701","07.10.2021","county38",0,5
"6702","08.10.2021","county38",0,4
"6703","09.10.2021","county38",0,5
"6704","10.10.2021","county38",0,5
"6705","11.10.2021","county38",0,3
"6706","12.10.2021","county38",0,3
"6707","13.10.2021","county38",0,3
"6708","14.10.2021","county38",0,3
"6709","15.10.2021","county38",0,3
"6710","16.10.2021","county38",2,5
"6711","17.10.2021","county38",0,5
"6712","18.10.2021","county38",1,6
"6713","19.10.2021","county38",1,7
"6714","20.10.2021","county38",1,8
"6715","21.10.2021","county38",0,6
"6716","22.10.2021","county38",0,5
"6717","23.10.2021","county38",1,6
"6718","24.10.2021","county38",1,8
"6719","25.10.2021","county38",0,7
"6720","26.10.2021","county38",0,5
"6721","27.10.2021","county38",0,4
"6722","28.10.2021","county38",1,4
"6723","29.10.2021","county38",0,4
"6724","30.10.2021","county38",1,5
"6725","31.10.2021","county38",0,5
"6726","01.11.2021","county38",1,4
"6727","02.11.2021","county38",2,5
"6728","03.11.2021","county38",1,6
"6729","04.11.2021","county38",0,3
"6730","05.11.2021","county38",1,4
"6731","06.11.2021","county38",0,5
"6732","07.11.2021","county38",2,7
"6733","08.11.2021","county38",2,7
"6734","09.11.2021","county38",0,6
"6735","10.11.2021","county38",1,7
"6736","11.11.2021","county38",0,6
"6737","12.11.2021","county38",1,8
"6738","13.11.2021","county38",1,9
"6739","14.11.2021","county38",0,9
"6740","15.11.2021","county38",1,7
"6741","16.11.2021","county38",0,5
"6742","17.11.2021","county38",3,7
"6743","18.11.2021","county38",1,5
"6744","19.11.2021","county38",2,5
"6745","20.11.2021","county38",1,6
"6746","21.11.2021","county38",0,5
"6747","22.11.2021","county38",2,6
"6748","23.11.2021","county38",2,8
"6749","24.11.2021","county38",1,9
"6750","25.11.2021","county38",0,9
"6751","26.11.2021","county38",1,7
"6752","27.11.2021","county38",0,7
"6753","28.11.2021","county38",1,8
"6754","29.11.2021","county38",1,9
"6755","30.11.2021","county38",0,8
"6756","01.12.2021","county38",3,9
"6757","02.12.2021","county38",2,11
"6758","03.12.2021","county38",4,14
"6759","04.12.2021","county38",4,18
"6760","05.12.2021","county38",4,21
