"","date","county_code","N","N_prev"
"2923","05.08.2022","county15",4,12
"2924","06.08.2022","county15",0,10
"2925","07.08.2022","county15",0,10
"2926","08.08.2022","county15",4,10
"2927","09.08.2022","county15",1,11
"2928","10.08.2022","county15",1,9
"2929","11.08.2022","county15",1,7
"2930","12.08.2022","county15",2,6
"2931","13.08.2022","county15",0,7
"2932","14.08.2022","county15",3,10
"2933","15.08.2022","county15",0,10
"2934","16.08.2022","county15",2,8
"2935","17.08.2022","county15",1,7
"2936","18.08.2022","county15",3,7
"2937","19.08.2022","county15",2,9
"2938","20.08.2022","county15",0,8
"2939","21.08.2022","county15",1,8
"2940","22.08.2022","county15",2,7
"2941","23.08.2022","county15",0,4
"2942","24.08.2022","county15",2,6
"2943","25.08.2022","county15",3,8
"2944","26.08.2022","county15",1,8
"2945","27.08.2022","county15",1,8
"2946","28.08.2022","county15",0,8
"2947","29.08.2022","county15",2,9
"2948","30.08.2022","county15",2,7
"2949","31.08.2022","county15",0,5
"2950","01.09.2022","county15",0,3
"2951","02.09.2022","county15",0,2
"2952","03.09.2022","county15",1,3
"2953","04.09.2022","county15",0,3
"2954","05.09.2022","county15",1,4
"2955","06.09.2022","county15",1,3
"2956","07.09.2022","county15",1,3
"2957","08.09.2022","county15",0,3
"2958","09.09.2022","county15",1,4
"2959","10.09.2022","county15",2,6
"2960","11.09.2022","county15",4,10
"2961","12.09.2022","county15",3,11
"2962","13.09.2022","county15",0,10
"2963","14.09.2022","county15",1,8
"2964","15.09.2022","county15",2,7
"2965","16.09.2022","county15",0,4
"2966","17.09.2022","county15",0,4
"2967","18.09.2022","county15",2,6
"2968","19.09.2022","county15",0,3
"2969","20.09.2022","county15",0,4
"2970","21.09.2022","county15",0,3
"2971","22.09.2022","county15",1,4
"2972","23.09.2022","county15",0,4
"2973","24.09.2022","county15",1,4
"2974","25.09.2022","county15",1,5
"2975","26.09.2022","county15",0,3
"2976","27.09.2022","county15",0,3
"2977","28.09.2022","county15",0,2
"2978","29.09.2022","county15",1,3
"2979","30.09.2022","county15",0,3
"2980","01.10.2022","county15",0,3
"2981","02.10.2022","county15",1,4
"2982","03.10.2022","county15",0,3
"2983","04.10.2022","county15",1,3
"2984","05.10.2022","county15",0,2
"2985","06.10.2022","county15",0,2
"2986","07.10.2022","county15",0,1
"2987","08.10.2022","county15",0,1
"2988","09.10.2022","county15",1,2
"2989","10.10.2022","county15",1,3
"2990","11.10.2022","county15",1,4
"2991","12.10.2022","county15",1,4
"2992","13.10.2022","county15",0,4
"2993","14.10.2022","county15",1,4
"2994","15.10.2022","county15",6,11
"2995","16.10.2022","county15",2,12
"2996","17.10.2022","county15",0,10
"2997","18.10.2022","county15",2,10
"2998","19.10.2022","county15",2,11
"2999","20.10.2022","county15",0,9
"3000","21.10.2022","county15",0,4
"3001","22.10.2022","county15",0,4
"3002","23.10.2022","county15",3,7
"3003","24.10.2022","county15",1,7
"3004","25.10.2022","county15",1,7
"3005","26.10.2022","county15",1,7
"3006","27.10.2022","county15",1,7
"3007","28.10.2022","county15",1,8
"3008","29.10.2022","county15",1,8
"3009","30.10.2022","county15",0,8
"3010","31.10.2022","county15",1,6
"3011","01.11.2022","county15",5,12
"3012","02.11.2022","county15",1,10
"3013","03.11.2022","county15",1,10
"3014","04.11.2022","county15",1,9
"3015","05.11.2022","county15",1,8
"3016","06.11.2022","county15",2,10
"3017","07.11.2022","county15",0,8
"3018","08.11.2022","county15",3,8
"3019","09.11.2022","county15",1,8
"3020","10.11.2022","county15",1,7
"3021","11.11.2022","county15",1,7
"3022","12.11.2022","county15",1,8
"3023","13.11.2022","county15",2,10
"3024","14.11.2022","county15",2,10
"3025","15.11.2022","county15",2,10
"3026","16.11.2022","county15",1,10
"3027","17.11.2022","county15",0,9
"3028","18.11.2022","county15",1,7
"3029","19.11.2022","county15",2,9
"3030","20.11.2022","county15",0,9
"3031","21.11.2022","county15",5,12
"3032","22.11.2022","county15",2,10
"3033","23.11.2022","county15",3,12
"3034","24.11.2022","county15",1,10
"3035","25.11.2022","county15",1,9
"3036","26.11.2022","county15",1,8
"3037","27.11.2022","county15",5,10
"3038","28.11.2022","county15",0,8
"3039","29.11.2022","county15",2,7
"3040","30.11.2022","county15",1,7
"3041","01.12.2022","county15",0,5
"3042","02.12.2022","county15",1,6
"3043","03.12.2022","county15",1,5
"3044","04.12.2022","county15",3,8
"3045","05.12.2022","county15",2,7
"3046","06.12.2022","county15",0,7
"3047","07.12.2022","county15",1,6
"3048","08.12.2022","county15",1,6
"3049","09.12.2022","county15",1,6
"3050","10.12.2022","county15",2,8
"3051","11.12.2022","county15",2,10
"3052","12.12.2022","county15",2,8
"3053","13.12.2022","county15",2,6
"3054","14.12.2022","county15",1,3
"3055","15.12.2022","county15",0,3
"3056","16.12.2022","county15",2,3
"3057","17.12.2022","county15",2,5
"3058","18.12.2022","county15",5,10
"3059","19.12.2022","county15",0,7
"3060","20.12.2022","county15",0,7
"3061","06.03.2020","county18",0,0
"3062","07.03.2020","county18",0,0
"3063","08.03.2020","county18",0,0
"3064","09.03.2020","county18",0,0
"3065","10.03.2020","county18",0,0
"3066","11.03.2020","county18",0,0
"3067","12.03.2020","county18",0,0
"3068","13.03.2020","county18",0,0
"3069","14.03.2020","county18",0,0
"3070","15.03.2020","county18",0,0
"3071","16.03.2020","county18",0,0
"3072","17.03.2020","county18",1,1
"3073","18.03.2020","county18",0,1
"3074","19.03.2020","county18",0,1
"3075","20.03.2020","county18",0,1
"3076","21.03.2020","county18",0,1
"3077","22.03.2020","county18",0,1
"3078","23.03.2020","county18",0,1
"3079","24.03.2020","county18",0,1
"3080","25.03.2020","county18",1,2
"3081","26.03.2020","county18",1,3
"3082","27.03.2020","county18",0,3
"3083","28.03.2020","county18",0,3
"3084","29.03.2020","county18",0,3
"3085","30.03.2020","county18",0,3
"3086","31.03.2020","county18",0,3
"3087","01.04.2020","county18",0,2
"3088","02.04.2020","county18",1,3
"3089","03.04.2020","county18",0,3
"3090","04.04.2020","county18",0,4
"3091","05.04.2020","county18",0,4
"3092","06.04.2020","county18",1,4
"3093","07.04.2020","county18",0,3
"3094","08.04.2020","county18",1,4
"3095","09.04.2020","county18",0,4
"3096","10.04.2020","county18",0,4
"3097","11.04.2020","county18",0,4
"3098","12.04.2020","county18",0,4
"3099","13.04.2020","county18",0,4
"3100","14.04.2020","county18",0,3
"3101","15.04.2020","county18",0,3
"3102","16.04.2020","county18",0,3
"3103","17.04.2020","county18",0,3
"3104","18.04.2020","county18",0,3
"3105","19.04.2020","county18",0,3
"3106","20.04.2020","county18",0,3
"3107","21.04.2020","county18",0,2
"3108","22.04.2020","county18",0,2
"3109","23.04.2020","county18",0,2
"3110","24.04.2020","county18",0,2
"3111","25.04.2020","county18",1,3
"3112","26.04.2020","county18",0,2
"3113","27.04.2020","county18",0,2
"3114","28.04.2020","county18",0,2
"3115","29.04.2020","county18",0,1
"3116","30.04.2020","county18",0,1
"3117","01.05.2020","county18",0,1
"3118","02.05.2020","county18",0,1
"3119","03.05.2020","county18",0,1
"3120","04.05.2020","county18",0,1
"3121","05.05.2020","county18",0,1
"3122","06.05.2020","county18",0,1
"3123","07.05.2020","county18",0,1
"3124","08.05.2020","county18",0,1
"3125","09.05.2020","county18",0,1
"3126","10.05.2020","county18",0,1
"3127","11.05.2020","county18",0,0
"3128","12.05.2020","county18",0,0
"3129","13.05.2020","county18",0,0
"3130","14.05.2020","county18",0,0
"3131","15.05.2020","county18",0,0
"3132","16.05.2020","county18",0,0
"3133","17.05.2020","county18",0,0
"3134","18.05.2020","county18",0,0
"3135","19.05.2020","county18",0,0
"3136","20.05.2020","county18",0,0
"3137","21.05.2020","county18",0,0
"3138","22.05.2020","county18",0,0
"3139","23.05.2020","county18",0,0
"3140","24.05.2020","county18",0,0
"3141","25.05.2020","county18",0,0
"3142","26.05.2020","county18",0,0
"3143","27.05.2020","county18",0,0
"3144","28.05.2020","county18",0,0
"3145","29.05.2020","county18",0,0
"3146","30.05.2020","county18",0,0
"3147","31.05.2020","county18",0,0
"3148","01.06.2020","county18",0,0
"3149","02.06.2020","county18",0,0
"3150","03.06.2020","county18",0,0
"3151","04.06.2020","county18",0,0
"3152","05.06.2020","county18",0,0
"3153","06.06.2020","county18",0,0
"3154","07.06.2020","county18",0,0
"3155","08.06.2020","county18",0,0
"3156","09.06.2020","county18",0,0
"3157","10.06.2020","county18",0,0
"3158","11.06.2020","county18",0,0
"3159","12.06.2020","county18",0,0
"3160","13.06.2020","county18",0,0
"3161","14.06.2020","county18",0,0
"3162","15.06.2020","county18",0,0
"3163","16.06.2020","county18",0,0
"3164","17.06.2020","county18",0,0
"3165","18.06.2020","county18",0,0
"3166","19.06.2020","county18",0,0
"3167","20.06.2020","county18",0,0
"3168","21.06.2020","county18",0,0
"3169","22.06.2020","county18",0,0
"3170","23.06.2020","county18",0,0
"3171","24.06.2020","county18",0,0
"3172","25.06.2020","county18",0,0
"3173","26.06.2020","county18",0,0
"3174","27.06.2020","county18",0,0
"3175","28.06.2020","county18",0,0
"3176","29.06.2020","county18",0,0
"3177","30.06.2020","county18",0,0
"3178","01.07.2020","county18",0,0
"3179","02.07.2020","county18",0,0
"3180","03.07.2020","county18",0,0
"3181","04.07.2020","county18",0,0
"3182","05.07.2020","county18",0,0
"3183","06.07.2020","county18",0,0
"3184","07.07.2020","county18",0,0
"3185","08.07.2020","county18",0,0
"3186","09.07.2020","county18",0,0
"3187","10.07.2020","county18",0,0
"3188","11.07.2020","county18",0,0
"3189","12.07.2020","county18",0,0
"3190","13.07.2020","county18",1,1
"3191","14.07.2020","county18",0,1
"3192","15.07.2020","county18",0,1
"3193","16.07.2020","county18",0,1
"3194","17.07.2020","county18",0,0
"3195","18.07.2020","county18",0,0
"3196","19.07.2020","county18",0,0
"3197","20.07.2020","county18",0,0
"3198","21.07.2020","county18",0,0
"3199","22.07.2020","county18",0,0
"3200","23.07.2020","county18",0,0
"3201","24.07.2020","county18",0,0
"3202","25.07.2020","county18",0,0
"3203","26.07.2020","county18",0,0
"3204","27.07.2020","county18",0,0
"3205","28.07.2020","county18",0,0
"3206","29.07.2020","county18",0,0
"3207","30.07.2020","county18",0,0
"3208","31.07.2020","county18",0,0
"3209","01.08.2020","county18",0,0
"3210","02.08.2020","county18",0,0
"3211","03.08.2020","county18",0,0
"3212","04.08.2020","county18",0,0
"3213","05.08.2020","county18",1,1
"3214","06.08.2020","county18",0,1
"3215","07.08.2020","county18",0,1
"3216","08.08.2020","county18",0,1
"3217","09.08.2020","county18",0,1
"3218","10.08.2020","county18",0,1
"3219","11.08.2020","county18",0,0
"3220","12.08.2020","county18",0,0
"3221","13.08.2020","county18",0,0
"3222","14.08.2020","county18",0,0
"3223","15.08.2020","county18",1,1
"3224","16.08.2020","county18",1,2
"3225","17.08.2020","county18",0,2
"3226","18.08.2020","county18",0,2
"3227","19.08.2020","county18",0,2
"3228","20.08.2020","county18",0,2
"3229","21.08.2020","county18",1,3
"3230","22.08.2020","county18",0,3
"3231","23.08.2020","county18",0,3
"3232","24.08.2020","county18",1,3
"3233","25.08.2020","county18",0,3
"3234","26.08.2020","county18",0,3
"3235","27.08.2020","county18",0,1
"3236","28.08.2020","county18",0,0
"3237","29.08.2020","county18",0,0
"3238","30.08.2020","county18",0,0
"3239","31.08.2020","county18",0,0
"3240","01.09.2020","county18",0,0
"3241","02.09.2020","county18",0,0
"3242","03.09.2020","county18",0,0
"3243","04.09.2020","county18",0,0
"3244","05.09.2020","county18",0,0
"3245","06.09.2020","county18",0,0
"3246","07.09.2020","county18",0,0
"3247","08.09.2020","county18",0,0
"3248","09.09.2020","county18",0,0
"3249","10.09.2020","county18",0,0
"3250","11.09.2020","county18",0,0
"3251","12.09.2020","county18",0,0
"3252","13.09.2020","county18",0,0
"3253","14.09.2020","county18",0,0
"3254","15.09.2020","county18",0,0
"3255","16.09.2020","county18",0,0
"3256","17.09.2020","county18",0,0
"3257","18.09.2020","county18",0,0
"3258","19.09.2020","county18",0,0
"3259","20.09.2020","county18",0,0
"3260","21.09.2020","county18",0,0
"3261","22.09.2020","county18",0,0
"3262","23.09.2020","county18",0,0
"3263","24.09.2020","county18",0,0
"3264","25.09.2020","county18",0,0
"3265","26.09.2020","county18",0,0
"3266","27.09.2020","county18",0,0
"3267","28.09.2020","county18",0,0
"3268","29.09.2020","county18",0,0
"3269","30.09.2020","county18",0,0
"3270","01.10.2020","county18",0,0
"3271","02.10.2020","county18",0,0
"3272","03.10.2020","county18",0,0
"3273","04.10.2020","county18",0,0
"3274","05.10.2020","county18",0,0
"3275","06.10.2020","county18",0,0
"3276","07.10.2020","county18",0,0
"3277","08.10.2020","county18",0,0
"3278","09.10.2020","county18",0,0
"3279","10.10.2020","county18",0,0
"3280","11.10.2020","county18",0,0
"3281","12.10.2020","county18",0,0
"3282","13.10.2020","county18",0,0
"3283","14.10.2020","county18",0,0
"3284","15.10.2020","county18",0,0
"3285","16.10.2020","county18",0,0
"3286","17.10.2020","county18",0,0
"3287","18.10.2020","county18",0,0
"3288","19.10.2020","county18",0,0
"3289","20.10.2020","county18",0,0
"3290","21.10.2020","county18",0,0
"3291","22.10.2020","county18",0,0
"3292","23.10.2020","county18",0,0
"3293","24.10.2020","county18",0,0
"3294","25.10.2020","county18",0,0
"3295","26.10.2020","county18",0,0
"3296","27.10.2020","county18",0,0
"3297","28.10.2020","county18",1,1
"3298","29.10.2020","county18",0,1
"3299","30.10.2020","county18",0,1
"3300","31.10.2020","county18",1,2
"3301","01.11.2020","county18",0,2
"3302","02.11.2020","county18",1,3
"3303","03.11.2020","county18",1,2
"3304","04.11.2020","county18",0,2
"3305","05.11.2020","county18",0,2
"3306","06.11.2020","county18",0,2
"3307","07.11.2020","county18",0,2
"3308","08.11.2020","county18",0,2
"3309","09.11.2020","county18",0,2
"3310","10.11.2020","county18",0,2
"3311","11.11.2020","county18",0,0
"3312","12.11.2020","county18",0,0
"3313","13.11.2020","county18",0,0
"3314","14.11.2020","county18",0,0
"3315","15.11.2020","county18",0,0
"3316","16.11.2020","county18",0,0
"3317","17.11.2020","county18",0,0
"3318","18.11.2020","county18",0,0
"3319","19.11.2020","county18",0,0
"3320","20.11.2020","county18",0,0
"3321","21.11.2020","county18",0,0
"3322","22.11.2020","county18",2,2
"3323","23.11.2020","county18",0,1
"3324","24.11.2020","county18",0,1
"3325","25.11.2020","county18",0,1
"3326","26.11.2020","county18",0,1
"3327","27.11.2020","county18",0,1
"3328","28.11.2020","county18",0,2
"3329","29.11.2020","county18",0,2
"3330","30.11.2020","county18",0,2
"3331","01.12.2020","county18",0,2
"3332","02.12.2020","county18",0,2
"3333","03.12.2020","county18",0,2
"3334","04.12.2020","county18",1,2
"3335","05.12.2020","county18",0,1
"3336","06.12.2020","county18",0,0
"3337","07.12.2020","county18",0,0
"3338","08.12.2020","county18",1,1
"3339","09.12.2020","county18",0,1
"3340","10.12.2020","county18",0,1
"3341","11.12.2020","county18",0,1
"3342","12.12.2020","county18",0,1
"3343","13.12.2020","county18",0,0
"3344","14.12.2020","county18",0,0
"3345","15.12.2020","county18",0,0
"3346","16.12.2020","county18",0,0
"3347","17.12.2020","county18",0,0
"3348","18.12.2020","county18",1,1
"3349","19.12.2020","county18",0,1
"3350","20.12.2020","county18",0,1
"3351","21.12.2020","county18",0,1
"3352","22.12.2020","county18",0,0
"3353","23.12.2020","county18",0,0
"3354","24.12.2020","county18",0,0
"3355","25.12.2020","county18",0,0
"3356","26.12.2020","county18",1,1
"3357","27.12.2020","county18",0,1
"3358","28.12.2020","county18",0,1
"3359","29.12.2020","county18",0,1
"3360","30.12.2020","county18",0,1
"3361","31.12.2020","county18",0,1
"3362","01.01.2021","county18",0,1
"3363","02.01.2021","county18",0,1
"3364","03.01.2021","county18",0,1
"3365","04.01.2021","county18",0,0
"3366","05.01.2021","county18",0,0
"3367","06.01.2021","county18",0,0
"3368","07.01.2021","county18",0,0
"3369","08.01.2021","county18",0,0
"3370","09.01.2021","county18",0,0
"3371","10.01.2021","county18",0,0
"3372","11.01.2021","county18",0,0
"3373","12.01.2021","county18",0,0
"3374","13.01.2021","county18",0,0
"3375","14.01.2021","county18",0,0
"3376","15.01.2021","county18",0,0
"3377","16.01.2021","county18",0,0
"3378","17.01.2021","county18",0,0
"3379","18.01.2021","county18",0,0
"3380","19.01.2021","county18",0,0
"3381","20.01.2021","county18",0,0
"3382","21.01.2021","county18",0,0
"3383","22.01.2021","county18",0,0
"3384","23.01.2021","county18",0,0
"3385","24.01.2021","county18",0,0
"3386","25.01.2021","county18",0,0
"3387","26.01.2021","county18",1,1
"3388","27.01.2021","county18",0,1
"3389","28.01.2021","county18",0,1
"3390","29.01.2021","county18",0,1
"3391","30.01.2021","county18",0,1
"3392","31.01.2021","county18",0,1
"3393","01.02.2021","county18",1,2
"3394","02.02.2021","county18",0,2
"3395","03.02.2021","county18",0,0
"3396","04.02.2021","county18",0,0
"3397","05.02.2021","county18",0,0
"3398","06.02.2021","county18",0,0
"3399","07.02.2021","county18",0,0
"3400","08.02.2021","county18",0,0
"3401","09.02.2021","county18",0,0
"3402","10.02.2021","county18",0,0
"3403","11.02.2021","county18",0,0
"3404","12.02.2021","county18",0,0
"3405","13.02.2021","county18",0,0
"3406","14.02.2021","county18",0,0
"3407","15.02.2021","county18",0,0
"3408","16.02.2021","county18",1,1
"3409","17.02.2021","county18",0,1
"3410","18.02.2021","county18",0,1
"3411","19.02.2021","county18",1,2
"3412","20.02.2021","county18",0,2
"3413","21.02.2021","county18",0,1
"3414","22.02.2021","county18",0,1
"3415","23.02.2021","county18",1,2
"3416","24.02.2021","county18",0,2
"3417","25.02.2021","county18",0,2
"3418","26.02.2021","county18",0,2
"3419","27.02.2021","county18",1,3
"3420","28.02.2021","county18",1,4
"3421","01.03.2021","county18",0,4
"3422","02.03.2021","county18",2,6
"3423","03.03.2021","county18",1,6
"3424","04.03.2021","county18",0,6
"3425","05.03.2021","county18",1,6
"3426","06.03.2021","county18",1,6
"3427","07.03.2021","county18",1,7
"3428","08.03.2021","county18",0,6
"3429","09.03.2021","county18",1,6
"3430","10.03.2021","county18",0,4
"3431","11.03.2021","county18",2,5
"3432","12.03.2021","county18",1,5
"3433","13.03.2021","county18",0,5
"3434","14.03.2021","county18",2,8
"3435","15.03.2021","county18",1,7
"3436","16.03.2021","county18",2,8
"3437","17.03.2021","county18",0,6
"3438","18.03.2021","county18",0,5
"3439","19.03.2021","county18",1,6
"3440","20.03.2021","county18",1,6
"3441","21.03.2021","county18",1,7
"3442","22.03.2021","county18",0,7
"3443","23.03.2021","county18",0,6
"3444","24.03.2021","county18",0,5
"3445","25.03.2021","county18",0,4
"3446","26.03.2021","county18",0,4
"3447","27.03.2021","county18",1,5
"3448","28.03.2021","county18",0,5
"3449","29.03.2021","county18",0,4
"3450","30.03.2021","county18",0,4
"3451","31.03.2021","county18",0,3
"3452","01.04.2021","county18",0,3
"3453","02.04.2021","county18",0,3
"3454","03.04.2021","county18",0,3
"3455","04.04.2021","county18",0,3
"3456","05.04.2021","county18",0,3
"3457","06.04.2021","county18",0,2
"3458","07.04.2021","county18",0,2
"3459","08.04.2021","county18",0,2
"3460","09.04.2021","county18",0,2
"3461","10.04.2021","county18",0,2
"3462","11.04.2021","county18",0,2
"3463","12.04.2021","county18",0,2
"3464","13.04.2021","county18",0,2
"3465","14.04.2021","county18",0,2
"3466","15.04.2021","county18",0,2
"3467","16.04.2021","county18",0,2
"3468","17.04.2021","county18",0,2
"3469","18.04.2021","county18",0,2
"3470","19.04.2021","county18",2,4
"3471","20.04.2021","county18",0,3
"3472","21.04.2021","county18",0,3
"3473","22.04.2021","county18",0,3
"3474","23.04.2021","county18",0,1
"3475","24.04.2021","county18",0,1
"3476","25.04.2021","county18",0,1
"3477","26.04.2021","county18",0,2
"3478","27.04.2021","county18",0,2
"3479","28.04.2021","county18",0,1
"3480","29.04.2021","county18",0,1
"3481","30.04.2021","county18",0,1
"3482","01.05.2021","county18",0,1
"3483","02.05.2021","county18",0,1
"3484","03.05.2021","county18",0,1
"3485","04.05.2021","county18",0,1
"3486","05.05.2021","county18",0,1
"3487","06.05.2021","county18",0,1
"3488","07.05.2021","county18",0,1
"3489","08.05.2021","county18",0,1
"3490","09.05.2021","county18",0,1
"3491","10.05.2021","county18",0,1
"3492","11.05.2021","county18",0,1
"3493","12.05.2021","county18",0,1
"3494","13.05.2021","county18",0,1
"3495","14.05.2021","county18",0,1
"3496","15.05.2021","county18",0,1
"3497","16.05.2021","county18",0,1
"3498","17.05.2021","county18",0,1
"3499","18.05.2021","county18",0,1
"3500","19.05.2021","county18",0,1
"3501","20.05.2021","county18",0,1
"3502","21.05.2021","county18",0,1
"3503","22.05.2021","county18",0,1
"3504","23.05.2021","county18",0,1
"3505","24.05.2021","county18",1,2
"3506","25.05.2021","county18",0,2
"3507","26.05.2021","county18",0,2
"3508","27.05.2021","county18",0,2
"3509","28.05.2021","county18",0,1
"3510","29.05.2021","county18",0,1
"3511","30.05.2021","county18",0,1
"3512","31.05.2021","county18",1,2
"3513","01.06.2021","county18",1,3
"3514","02.06.2021","county18",0,3
"3515","03.06.2021","county18",0,3
"3516","04.06.2021","county18",0,3
"3517","05.06.2021","county18",0,3
"3518","06.06.2021","county18",0,2
"3519","07.06.2021","county18",0,2
"3520","08.06.2021","county18",0,1
"3521","09.06.2021","county18",0,1
"3522","10.06.2021","county18",0,0
"3523","11.06.2021","county18",0,0
"3524","12.06.2021","county18",0,0
"3525","13.06.2021","county18",1,1
"3526","14.06.2021","county18",0,1
"3527","15.06.2021","county18",0,1
"3528","16.06.2021","county18",0,1
"3529","17.06.2021","county18",0,1
"3530","18.06.2021","county18",0,1
"3531","19.06.2021","county18",1,2
"3532","20.06.2021","county18",1,3
"3533","21.06.2021","county18",0,2
"3534","22.06.2021","county18",0,2
"3535","23.06.2021","county18",0,1
"3536","24.06.2021","county18",0,1
"3537","25.06.2021","county18",0,1
"3538","26.06.2021","county18",0,1
"3539","27.06.2021","county18",0,1
"3540","28.06.2021","county18",0,1
"3541","29.06.2021","county18",0,0
"3542","30.06.2021","county18",0,0
"3543","01.07.2021","county18",0,0
"3544","02.07.2021","county18",0,0
"3545","03.07.2021","county18",0,0
"3546","04.07.2021","county18",1,1
"3547","05.07.2021","county18",0,1
"3548","06.07.2021","county18",0,1
"3549","07.07.2021","county18",0,1
"3550","08.07.2021","county18",0,1
"3551","09.07.2021","county18",1,2
"3552","10.07.2021","county18",0,2
"3553","11.07.2021","county18",0,1
"3554","12.07.2021","county18",0,1
"3555","13.07.2021","county18",0,1
"3556","14.07.2021","county18",0,1
"3557","15.07.2021","county18",0,0
"3558","16.07.2021","county18",0,0
"3559","17.07.2021","county18",0,0
"3560","18.07.2021","county18",0,0
"3561","19.07.2021","county18",0,0
"3562","20.07.2021","county18",0,0
"3563","21.07.2021","county18",0,0
"3564","22.07.2021","county18",0,0
"3565","23.07.2021","county18",0,0
"3566","24.07.2021","county18",0,0
"3567","25.07.2021","county18",0,0
"3568","26.07.2021","county18",0,0
"3569","27.07.2021","county18",0,0
"3570","28.07.2021","county18",0,0
"3571","29.07.2021","county18",0,0
"3572","30.07.2021","county18",0,0
"3573","31.07.2021","county18",0,0
"3574","01.08.2021","county18",0,0
"3575","02.08.2021","county18",0,0
"3576","03.08.2021","county18",0,0
"3577","04.08.2021","county18",0,0
"3578","05.08.2021","county18",0,0
"3579","06.08.2021","county18",0,0
"3580","07.08.2021","county18",1,1
"3581","08.08.2021","county18",2,3
"3582","09.08.2021","county18",0,3
"3583","10.08.2021","county18",0,2
"3584","11.08.2021","county18",0,2
"3585","12.08.2021","county18",0,1
"3586","13.08.2021","county18",0,1
"3587","14.08.2021","county18",0,1
"3588","15.08.2021","county18",0,1
"3589","16.08.2021","county18",0,1
"3590","17.08.2021","county18",0,1
"3591","18.08.2021","county18",0,0
"3592","19.08.2021","county18",0,0
"3593","20.08.2021","county18",0,0
"3594","21.08.2021","county18",0,0
"3595","22.08.2021","county18",0,0
"3596","23.08.2021","county18",0,0
"3597","24.08.2021","county18",0,0
"3598","25.08.2021","county18",1,1
"3599","26.08.2021","county18",1,2
"3600","27.08.2021","county18",1,1
"3601","28.08.2021","county18",0,1
"3602","29.08.2021","county18",0,1
"3603","30.08.2021","county18",0,1
"3604","31.08.2021","county18",0,1
"3605","01.09.2021","county18",0,1
"3606","02.09.2021","county18",0,1
"3607","03.09.2021","county18",0,1
"3608","04.09.2021","county18",0,1
"3609","05.09.2021","county18",0,1
"3610","06.09.2021","county18",0,1
"3611","07.09.2021","county18",1,2
"3612","08.09.2021","county18",0,3
"3613","09.09.2021","county18",0,2
"3614","10.09.2021","county18",0,2
"3615","11.09.2021","county18",0,2
"3616","12.09.2021","county18",2,4
"3617","13.09.2021","county18",0,4
"3618","14.09.2021","county18",0,4
"3619","15.09.2021","county18",0,3
"3620","16.09.2021","county18",0,3
"3621","17.09.2021","county18",0,3
"3622","18.09.2021","county18",0,3
"3623","19.09.2021","county18",0,3
"3624","20.09.2021","county18",1,3
"3625","21.09.2021","county18",0,3
"3626","22.09.2021","county18",0,3
"3627","23.09.2021","county18",0,3
"3628","24.09.2021","county18",0,2
"3629","25.09.2021","county18",0,2
"3630","26.09.2021","county18",1,3
"3631","27.09.2021","county18",1,4
"3632","28.09.2021","county18",0,4
"3633","29.09.2021","county18",0,4
"3634","30.09.2021","county18",1,5
"3635","01.10.2021","county18",0,4
"3636","02.10.2021","county18",0,4
"3637","03.10.2021","county18",0,4
"3638","04.10.2021","county18",1,5
"3639","05.10.2021","county18",0,5
"3640","06.10.2021","county18",0,5
"3641","07.10.2021","county18",1,6
"3642","08.10.2021","county18",0,2
"3643","09.10.2021","county18",0,2
"3644","10.10.2021","county18",0,2
"3645","11.10.2021","county18",0,2
"3646","12.10.2021","county18",0,2
"3647","13.10.2021","county18",0,2
"3648","14.10.2021","county18",1,3
"3649","15.10.2021","county18",1,3
"3650","16.10.2021","county18",2,5
"3651","17.10.2021","county18",0,4
"3652","18.10.2021","county18",0,3
"3653","19.10.2021","county18",2,4
"3654","20.10.2021","county18",0,4
"3655","21.10.2021","county18",0,4
"3656","22.10.2021","county18",0,4
"3657","23.10.2021","county18",1,5
"3658","24.10.2021","county18",1,5
"3659","25.10.2021","county18",1,4
"3660","26.10.2021","county18",0,3
"3661","27.10.2021","county18",0,4
"3662","28.10.2021","county18",0,4
"3663","29.10.2021","county18",1,5
"3664","30.10.2021","county18",3,7
"3665","31.10.2021","county18",1,8
"3666","01.11.2021","county18",3,10
"3667","02.11.2021","county18",2,10
"3668","03.11.2021","county18",0,8
"3669","04.11.2021","county18",4,11
"3670","05.11.2021","county18",1,9
"3671","06.11.2021","county18",0,9
"3672","07.11.2021","county18",1,9
"3673","08.11.2021","county18",4,9
"3674","09.11.2021","county18",3,9
"3675","10.11.2021","county18",1,10
"3676","11.11.2021","county18",0,8
"3677","12.11.2021","county18",0,6
"3678","13.11.2021","county18",0,6
"3679","14.11.2021","county18",2,8
"3680","15.11.2021","county18",1,6
"3681","16.11.2021","county18",1,6
"3682","17.11.2021","county18",0,6
"3683","18.11.2021","county18",2,9
"3684","19.11.2021","county18",1,9
"3685","20.11.2021","county18",1,10
"3686","21.11.2021","county18",1,11
"3687","22.11.2021","county18",3,11
"3688","23.11.2021","county18",2,11
"3689","24.11.2021","county18",1,10
"3690","25.11.2021","county18",1,7
"3691","26.11.2021","county18",1,6
"3692","27.11.2021","county18",2,8
"3693","28.11.2021","county18",1,9
"3694","29.11.2021","county18",1,9
"3695","30.11.2021","county18",2,9
"3696","01.12.2021","county18",1,10
"3697","02.12.2021","county18",1,9
"3698","03.12.2021","county18",0,7
